State/UT,District,Population,Male,Female,Literate,Literate_Male,Literate_Female,Households_Rural,Urban_Households,Households,Young_and_Adult,Middle_Aged,Senior_Citizen,Age_Not_Stated
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,2963557.0,1492974.0,1470583.0,0,1011922.0,820267.0,689137.0,264376.0,0,1574713.0,840448.0,544022.0,4374.0
ANDHRA PRADESH,Y.S.R.,2882469.0,1451777.0,1430692.0,0,994699.0,722067.0,590589.0,293504.0,0,1553667.0,793583.0,530412.0,4807.0
ANDHRA PRADESH,Kurnool,4053463.0,2039227.0,2014236.0,0,1246369.0,880792.0,783853.0,306982.0,0,2368684.0,1053618.0,609027.0,22134.0
ANDHRA PRADESH,Anantapur,4081148.0,2064495.0,2016653.0,0,1338474.0,972486.0,902997.0,,0,2189396.0,1104565.0,739612.0,47575.0
ANDHRA PRADESH,Chittoor,4174064.0,2090204.0,2083860.0,0,1484794.0,1183084.0,,395900.0,0,2148179.0,1159053.0,807430.0,59402.0
KARNATAKA,Belgaum,4779661.0,2423063.0,,0,1725548.0,1326484.0,962777.0,356198.0,0,2669348.0,1251116.0,857143.0,2054.0
KARNATAKA,Bagalkot,1889752.0,950111.0,939641.0,0,641388.0,472024.0,324799.0,165858.0,0,1123443.0,465706.0,299774.0,829.0
KARNATAKA,Bijapur,2177331.0,1111022.0,,0,730566.0,517702.0,396449.0,131041.0,0,1295274.0,,353549.0,1423.0
KARNATAKA,Bidar,1703300.0,870665.0,832635.0,0,597198.0,445475.0,287134.0,102269.0,0,1018195.0,397120.0,287271.0,714.0
KARNATAKA,Raichur,1928812.0,964511.0,964301.0,0,577213.0,402556.0,330446.0,125402.0,0,1196670.0,,265810.0,1159.0
KARNATAKA,Koppal,1389920.0,699926.0,689994.0,0,468785.0,340300.0,272968.0,64681.0,0,855430.0,330393.0,202984.0,1113.0
KARNATAKA,Gadag,1064570.0,537147.0,527423.0,0,397178.0,302999.0,180066.0,111906.0,0,601578.0,,183409.0,514.0
KARNATAKA,Dharwad,909817.0,,909817.0,0,711776.0,589888.0,199707.0,283397.0,0,1017935.0,,322577.0,823.0
KARNATAKA,Uttara Kannada,1437169.0,726256.0,710913.0,0,582099.0,499807.0,334281.0,140511.0,0,742281.0,412649.0,281542.0,697.0
KARNATAKA,Haveri,1597668.0,819128.0,778540.0,0,603793.0,481650.0,315076.0,98488.0,0,904453.0,426094.0,,535.0
KARNATAKA,Bellary,2452595.0,1236954.0,1215641.0,0,813440.0,608181.0,371604.0,251876.0,0,1487013.0,617276.0,346905.0,1401.0
KARNATAKA,Chitradurga,1659456.0,840843.0,818613.0,0,607188.0,480204.0,349704.0,97644.0,0,891230.0,460057.0,306412.0,1757.0
KARNATAKA,Davanagere,1945497.0,986400.0,959097.0,0,720637.0,587903.0,354680.0,176011.0,0,1068518.0,538551.0,336173.0,2255.0
KARNATAKA,Shimoga,1752753.0,877415.0,875338.0,0,674938.0,,352444.0,201662.0,0,913150.0,513297.0,325542.0,
KARNATAKA,Udupi,1177361.0,562131.0,615230.0,0,,460725.0,269817.0,115572.0,0,,340903.0,276234.0,659.0
KARNATAKA,Chikmagalur,1137961.0,566622.0,571339.0,0,438257.0,380088.0,311660.0,80766.0,0,564994.0,341380.0,230864.0,723.0
KARNATAKA,Tumkur,2678980.0,1350594.0,1328386.0,0,,807367.0,685443.0,204799.0,0,1351461.0,760936.0,564196.0,2387.0
KARNATAKA,Bangalore,9621551.0,5022661.0,4598890.0,0,4078041.0,3434235.0,300576.0,2967384.0,0,5275666.0,2909575.0,1424195.0,12115.0
KARNATAKA,Mandya,1805769.0,905085.0,900684.0,0,638668.0,510981.0,458867.0,103435.0,0,902307.0,527236.0,375100.0,1126.0
KARNATAKA,Hassan,1776421.0,883667.0,892754.0,0,668836.0,556420.0,496103.0,132878.0,0,877340.0,522039.0,,1124.0
KARNATAKA,Dakshina Kannada,2089649.0,1034714.0,1054935.0,0,,802304.0,332919.0,317373.0,0,1072417.0,608450.0,407902.0,880.0
KARNATAKA,Kodagu,554519.0,274608.0,279911.0,0,,197575.0,181182.0,31792.0,0,276918.0,163360.0,113919.0,322.0
KARNATAKA,Mysore,3001127.0,,1489527.0,0,1063766.0,898414.0,540596.0,380386.0,0,1580116.0,865220.0,553705.0,2086.0
KARNATAKA,Chamarajanagar,1020791.0,512231.0,508560.0,0,312957.0,,262680.0,57200.0,0,519046.0,294903.0,206003.0,839.0
KARNATAKA,Gulbarga,2566326.0,1301755.0,1264571.0,0,828359.0,599009.0,400704.0,199303.0,0,1570719.0,604665.0,388935.0,2007.0
KARNATAKA,Yadgir,1174271.0,590329.0,583942.0,0,306751.0,203252.0,207787.0,55208.0,0,738451.0,267222.0,168186.0,412.0
KARNATAKA,Kolar,1536401.0,776396.0,760005.0,0,564110.0,452109.0,326567.0,151042.0,0,841499.0,419380.0,274240.0,1282.0
KARNATAKA,Chikkaballapura,1255104.0,636437.0,618667.0,0,442158.0,341064.0,315649.0,94053.0,0,666451.0,350299.0,236864.0,1490.0
KARNATAKA,Bangalore Rural,990923.0,509172.0,481751.0,0,385311.0,303438.0,231052.0,95410.0,0,535765.0,278153.0,176083.0,
KARNATAKA,Ramanagara,1082636.0,548008.0,534628.0,0,378461.0,296297.0,266950.0,84834.0,0,559082.0,297330.0,224785.0,
GOA,North Goa,818008.0,416677.0,401331.0,0,351738.0,311322.0,115859.0,209230.0,0,380926.0,260533.0,175035.0,1514.0
GOA,South Goa,640537.0,322463.0,318074.0,0,264085.0,238342.0,88620.0,162873.0,0,314480.0,194872.0,130605.0,580.0
LAKSHADWEEP,Lakshadweep,64473.0,33123.0,31350.0,0,,24530.0,5289.0,15953.0,0,33877.0,19244.0,11237.0,115.0
KERALA,Kasaragod,1307375.0,628613.0,678762.0,0,516476.0,521016.0,251641.0,166164.0,0,688763.0,369883.0,246975.0,1754.0
KERALA,Kannur,2523003.0,1181446.0,1341557.0,0,1012956.0,1125478.0,306288.0,566191.0,0,1187177.0,741984.0,588081.0,5761.0
KERALA,Wayanad,817420.0,401684.0,415736.0,0,328136.0,317449.0,266183.0,11805.0,0,412806.0,246590.0,157326.0,698.0
KERALA,Kozhikode,3086293.0,1470942.0,1615351.0,0,1266939.0,1348504.0,323793.0,666543.0,0,1487644.0,909581.0,686109.0,2959.0
KERALA,Malappuram,4112920.0,1960328.0,2152592.0,0,1597404.0,1713911.0,634543.0,522586.0,0,2406005.0,1041361.0,662311.0,3243.0
KERALA,Palakkad,2809934.0,1359478.0,,0,1122600.0,1116892.0,665899.0,228442.0,0,1395222.0,802611.0,608966.0,3135.0
KERALA,Thrissur,3121200.0,1480763.0,1640437.0,0,1282261.0,1396287.0,336748.0,715119.0,0,1394214.0,931841.0,792182.0,
KERALA,Ernakulam,3282388.0,1619557.0,1662831.0,0,1425723.0,1429953.0,369694.0,804997.0,0,1396968.0,1024720.0,858010.0,2690.0
KERALA,Idukki,1108974.0,552808.0,556166.0,0,471881.0,451129.0,391610.0,20823.0,0,494456.0,352163.0,261471.0,884.0
KERALA,Kottayam,1974551.0,968289.0,1006262.0,0,861592.0,888206.0,481967.0,196194.0,0,811653.0,596302.0,565048.0,1548.0
KERALA,Alappuzha,2127789.0,1013142.0,1114647.0,0,890552.0,962245.0,331419.0,392117.0,0,891512.0,648522.0,585591.0,2164.0
KERALA,Pathanamthitta,1197412.0,561716.0,635696.0,0,499181.0,563372.0,414992.0,57848.0,0,479207.0,346161.0,370887.0,1157.0
KERALA,Kollam,2635375.0,1246968.0,,0,1074345.0,1165928.0,523715.0,401415.0,0,1177359.0,795245.0,660965.0,1806.0
KERALA,Thiruvananthapuram,3301427.0,1581678.0,1719749.0,0,1354857.0,1430551.0,559293.0,609824.0,0,1488441.0,989238.0,820024.0,3724.0
TAMIL NADU,Thiruvallur,3728104.0,1876062.0,1852042.0,0,1495711.0,1296010.0,387237.0,732196.0,0,1925296.0,1154775.0,643614.0,4419.0
TAMIL NADU,Chennai,4646732.0,2335844.0,2310888.0,0,1968079.0,1808197.0,0.0,1314125.0,0,2271657.0,1468902.0,899279.0,6894.0
TAMIL NADU,Kancheepuram,3998252.0,2012958.0,1985294.0,0,1611461.0,1401921.0,438799.0,774705.0,0,2076492.0,1200284.0,715895.0,5581.0
TAMIL NADU,Vellore,3936331.0,1961688.0,1974643.0,0,1504355.0,1269573.0,653499.0,486801.0,0,2096113.0,1116437.0,720713.0,3068.0
TAMIL NADU,Tiruvannamalai,2464875.0,1235889.0,1228986.0,0,909803.0,717010.0,563102.0,147061.0,0,1301347.0,683904.0,477668.0,1956.0
TAMIL NADU,Viluppuram,3458873.0,1740819.0,1718054.0,0,1234479.0,961297.0,808042.0,159272.0,0,1881463.0,949892.0,624042.0,3476.0
TAMIL NADU,Salem,3482056.0,1781571.0,1700485.0,0,1285107.0,1000455.0,572813.0,597539.0,0,1737345.0,1029479.0,713294.0,1938.0
TAMIL NADU,Namakkal,1726601.0,869280.0,857321.0,0,653312.0,522819.0,370357.0,257127.0,0,817905.0,510413.0,397064.0,
TAMIL NADU,Erode,2251744.0,1129868.0,1121876.0,0,828300.0,664362.0,411286.0,432398.0,0,,701326.0,542295.0,1580.0
TAMIL NADU,The Nilgiris,735394.0,360143.0,375251.0,0,299447.0,270200.0,112126.0,151979.0,0,352516.0,231451.0,150804.0,623.0
TAMIL NADU,Dindigul,2159775.0,1080938.0,1078837.0,0,816180.0,665654.0,443818.0,269724.0,0,1065734.0,647806.0,443528.0,2707.0
TAMIL NADU,Karur,1064493.0,528184.0,536309.0,0,401726.0,325318.0,212241.0,152420.0,0,501585.0,320645.0,241843.0,420.0
TAMIL NADU,Tiruchirappalli,2722290.0,1352284.0,1370006.0,0,1087765.0,951216.0,452707.0,423020.0,0,1346661.0,797258.0,575960.0,2411.0
TAMIL NADU,Perambalur,565223.0,282157.0,283066.0,0,208011.0,167812.0,155413.0,33179.0,0,291371.0,158218.0,115151.0,483.0
TAMIL NADU,Ariyalur,754894.0,374703.0,380191.0,0,269582.0,211022.0,223955.0,30322.0,0,380484.0,216103.0,157771.0,536.0
TAMIL NADU,Cuddalore,2605914.0,1311697.0,1294217.0,0,1000322.0,814959.0,497429.0,260780.0,0,1364411.0,764669.0,473617.0,3217.0
TAMIL NADU,Nagapattinam,1616450.0,798127.0,818323.0,0,640916.0,572092.0,399016.0,118724.0,0,828444.0,,323706.0,974.0
TAMIL NADU,Thiruvarur,1264277.0,626693.0,637584.0,0,503085.0,443386.0,321331.0,86848.0,0,627880.0,377118.0,257116.0,2163.0
TAMIL NADU,Thanjavur,2405890.0,1182416.0,1223474.0,0,944264.0,846734.0,479070.0,274302.0,0,1193095.0,712017.0,499235.0,1543.0
TAMIL NADU,Pudukkottai,1618345.0,803188.0,815157.0,0,608776.0,501769.0,399712.0,104229.0,0,835853.0,470428.0,311175.0,889.0
TAMIL NADU,Sivaganga,1339101.0,,670429.0,0,526304.0,433440.0,309224.0,143193.0,0,666218.0,391356.0,280462.0,1065.0
TAMIL NADU,Madurai,3038252.0,1526475.0,1511777.0,0,1223810.0,1049620.0,417718.0,592723.0,0,1528178.0,,,2532.0
TAMIL NADU,Theni,1245899.0,625683.0,620216.0,0,479403.0,390677.0,189328.0,221295.0,0,618923.0,373564.0,252267.0,1145.0
TAMIL NADU,Virudhunagar,1942288.0,967709.0,974579.0,0,760375.0,638413.0,363782.0,370942.0,0,987538.0,575006.0,378174.0,1570.0
TAMIL NADU,Ramanathapuram,1353445.0,682658.0,670787.0,0,536487.0,442459.0,290478.0,126761.0,0,708322.0,389764.0,,
TAMIL NADU,Thoothukkudi,1750176.0,865021.0,885155.0,0,703106.0,646591.0,,300661.0,0,887717.0,499377.0,361374.0,1708.0
TAMIL NADU,Tirunelveli,3077233.0,1520912.0,1556321.0,0,1210710.0,1062747.0,547962.0,516705.0,0,1554277.0,876129.0,644563.0,2264.0
TAMIL NADU,Kanniyakumari,1870374.0,926345.0,944029.0,0,780541.0,768197.0,104253.0,493788.0,0,887052.0,556548.0,425849.0,925.0
TAMIL NADU,Dharmapuri,1506843.0,774303.0,732540.0,0,527599.0,390110.0,396819.0,91107.0,0,804186.0,434328.0,267536.0,793.0
TAMIL NADU,Krishnagiri,1879809.0,960232.0,919577.0,0,667062.0,520896.0,437988.0,142552.0,0,1034474.0,,311238.0,914.0
TAMIL NADU,Coimbatore,3458045.0,,1728748.0,0,1394790.0,1241117.0,284795.0,,0,1579517.0,1117221.0,,3569.0
TAMIL NADU,Tiruppur,2479052.0,1246159.0,1232893.0,0,959623.0,800943.0,356886.0,538022.0,0,1177987.0,794639.0,504674.0,
PUDUCHERRY,Yanam,55626.0,27301.0,28325.0,0,19919.0,19355.0,0.0,15519.0,0,31973.0,15235.0,8402.0,16.0
PUDUCHERRY,PONDICHERRY,950289.0,468258.0,482031.0,0,380946.0,345703.0,87296.0,203741.0,0,473705.0,299746.0,176204.0,634.0
PUDUCHERRY,Mahe,41816.0,19143.0,22673.0,0,16610.0,19860.0,0.0,12110.0,0,19760.0,,9428.0,85.0
PUDUCHERRY,Karaikal,200222.0,97809.0,102413.0,0,79903.0,75013.0,35618.0,33715.0,0,,60089.0,,366.0
ANDAMAN AND NICOBAR ISLANDS,Nicobars,36842.0,20727.0,,0,15397.0,9935.0,15958.0,0.0,0,18786.0,12088.0,5922.0,46.0
ANDAMAN AND NICOBAR ISLANDS,North  AND Middle Andaman,105597.0,54861.0,50736.0,0,43186.0,35497.0,39091.0,1094.0,0,57350.0,30741.0,17464.0,42.0
ANDAMAN AND NICOBAR ISLANDS,South Andaman,238142.0,127283.0,110859.0,0,105794.0,84472.0,34901.0,50631.0,0,128402.0,76332.0,33128.0,280.0
